,text,sentiment
236,"@realDonaldTrump: misogynist, ignorant, xenophobic and greedy: another proof that money does not buy class. #GOPDebate #GOPClownCar",Negative
237,Who CARES @BernieSanders socialist COMMIE says n #GOP #FOXNEWSDEBATE!  His policies will destroy country! #gopdebate https://t.co/vtPrBB8J8l,Negative
238,"RT @mercedesschlapp: In terms of substance, @JebBush dominates #GOPdebates",Positive
239,Trump did not get to answer the God ?#GOPDebates,Neutral
240,"Don't think enough is being made of the fact Scott Walker was recalled in Wisconsin w/ over 900,000 sig's against his incumbency #GOPDebate",Negative
241,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
242,"RT @BettyFckinWhite: So many great jokes on Twitter tonight about the #GOPDebates, but not as many as there were on stage.",Negative
243,"RT @PuestoLoco: .@NewDay Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #ObviousAsHell http://t.co/bgzYsy…",Negative
244,"RT @SaintGrimlock: Trump was thinking message from God, I haven't told these other guys anything....#GOPDebates",Negative
245,"I just LOVE how SOME men feel like they can CONTINUE to dictate a woman's steps 😡😡😡 #GOPDebates I'm about to catch on fire, I'm so mad!!",Negative
246,RT @TacticalDissent: So Sally Kohn &amp; Debbie Wasserman Schultz both  praising Megyn Kelly tonight. That should tell you everything you need …,Negative
247,#GOPDebates are going to make me an alcoholic!,Negative
248,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Neutral
249,"George Bush may have hated black people, but @realDonaldTrump hates all women.

And Mexicans.

#GOPDebate #whatadick #ohmygodihatehimsomuch",Negative
250,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
251,RT @tedcruz: RT if you agree it's #ATimeForTruth! #GOPDebate #CruzCrew http://t.co/fK2POhfP7Y,Neutral
252,RT @JohnGGalt: Megyn Kelly isn't slutty at all! #GOPDebate http://t.co/qy09cKxzzZ,Negative
253,"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…",Negative
254,Crickets from #GOPDebate on this key youth vote issue last night: Hillary readies student loan reform rollout http://t.co/f9dFWMqt2O,Neutral
255,New York Sun editorial | The Next Debate http://t.co/1UfbcPVT34 (via @NewYorkSun) #Constitution #GOPDebate #GOP,Neutral
256,@RepublicanSwine Too busy enjoying my life to catch #GOPDebates. Which one of these draft-dodging pricks called themselves the best patriot?,Negative
257,@pondering_this @CarlyFiorina I had &amp; was very impressed w/her last pm. She took the entire night! Both #GOPDebates!,Positive
258,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",Neutral
259,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,Negative
260,RT @itsashlyperez: time-lapse of my face during the entire #GOPDebate http://t.co/tARWSOBiK0,Negative
261,.@JohnKasich surprises me again with his #gaymarriage answer. I like this guy. #GOPDebate,Positive
262,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
263,"RT @2noame: Well, it's over. And in the minds of any aliens watching from orbit, so is the human species. #GOPDebate",Negative
264,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
265,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
266,"RT @KLSouth: .@megynkelly's allegiance is to Murdock &amp; Ailes, not the American people. Understand this, you'll understand her. #kellyfile #…",Negative
267,Obviously #Trump has captured the white vote. Now it's up to the sensible Americans to make sure he is never elected. #YesWeCan #GOPdebate,Negative
268,Fashion and politics #election2016 #GOPDebate  https://t.co/hVDNLwyTC3,Neutral
269,RT @StephenH2OMan: But Carly Fiorina winning the early debate may have done more for her campaign than anyone else! #GOPDebate,Positive
270,"Steps to help you understand #KKKorGOP: 1) define rhetoric, 2) consume #GOPDebate rhetoric, 3) spot similarities. https://t.co/lkuHW2NRXs",Negative
271,Watching the #GOPDebates right now. #GOP #GOP2016 #presidentialprimaries… https://t.co/eUXXwne0z4,Neutral
272,RT @LouisOrtiz92: .@realDonaldTrump Makes His Mark During 1st #GOPDebate. His moments right here: http://t.co/gcXaL2E3iq via @NBCNews,Neutral
273,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
274,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Neutral
275,"""Freedom is not free and we must fight for it every day.""  -@RealBenCarson Even if you don't vote for the guy, appreciate #truth #GOPDebate",Positive
276,"Amen, lets elect our next President on their fruits. #GOPDebates",Neutral
277,Did Kasich basically just say he wants 2 be VP 4 Bush??? #GOPDebates,Neutral
278,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
279,"RT @STYLEMOM: Here's a question, WHY in the hell are WOMEN &amp; our body parts even in this debate? Foh, stop it, it's not 1965 wtf #GOPDebate…",Negative
280,RT @PruneJuiceMedia: Donald Trump admits on national TV that he bought candidates in the past. Oh joy. #GOPDebate,Negative
281,Reagan was a democrat.  So if Trump changed from a democrat to a republican then I'm okay with that. #GOPDebates,Positive
282,CNN: Republican presidential debate: 8 takeaways http://t.co/M5TvrnAi44 #GOPdebates,Neutral
283,RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,Positive
284,All of the candidates are an absolute disaster for abortion rights. #GOPDebate,Negative
285,"Racist, religious fanatic debate.  #GOPignorance #GOPDebate  https://t.co/u8zEB21JXh",Negative
286,#GOPDebates #RandPaul2016 telling #ChrisChristie to get a warrant per 4th amendment. Golden.,Positive
287,RT @gregpinelo: WE MUST DEFEAT SOCIAL SECURITY! #GOPDebate,Neutral
288,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,Negative
289,RT @jessicakathryn: Donald trump and @Eat24 feed the world with tacos #GOPDebate http://t.co/qHUiegkDMn,Negative
290,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,Negative
291,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,Neutral
292,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…",Negative
293,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive
294,"Instead of being an adult and watching the #GOPDebates, I watched #TheDescendants to feel connected to my youthful following. 👸🏻👑",Neutral
295,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
296,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative
297,@megynkelly GREAT JOB #GOPDebate,Positive
298,RT @craicalaicpat: Pretty funny night but these men are so childish to be Pres. Like this isn't smack high where it's just throwing shade. …,Negative
299,"RT @DougBenson: ""I'll stop illegal immigration by closing all the bridges."" -C crispie #GOPDebates",Neutral
300,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,Negative
301,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
302,Great jobs from Mike Huckabee and Donald Trump competing to see who can be the president from Escape From New York tonight. #GOPDebates,Positive
303,"RT @PruneJuiceMedia: Fox to Trump: Your financial practices are a shitty mess. How will you differ as POTUS?

Trump: I won’t. Other people …",Neutral
304,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
305,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
306,"RT @LeighPatrick: lol! Of course you do.   RT""@sallykohn: I think @megynkelly won #GOPDebate!"" #tcot",Negative
307,RT @VINNYGUADAGNINO: Bro Donald Trump has to stay in this race as long as possible for entertainment purposes #GOPDebate,Positive
308,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive
309,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
310,If Fox News had any sense they'd ask the candidates what they thought about Dirty Sprite 2 #GOPDebates #FutureHive,Neutral
311,RT @txindyjourno: #BlackLivesMatter Activists @CharlotteAbotsi &amp; Others Highlight Candidates' White Supremacist Ties During #GOPDebate: htt…,Neutral
312,Aldon Smiths #GOPDebate party must have been off the hook #49ers #nfl,Neutral
313,RT @PolicingWatch: It's quite entertaining to read other countries' headlines of #GOPDebate vs American ones. The sensibility elsewhere giv…,Positive
314,"""Mr.Trump, you've called women fat pigs, dogs, slobs, and disgusting animals...""
""Only Rosie O'Donnell.""
*laughter, applause*
#GOPDebate",Negative
315,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
316,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
317,"RT @Tess_Harkin: No, #DonaldTrump, YOU'RE stupid. #GOPDebate",Negative
318,RT @mashablegif: Ran Paul's eye roll is on point. #GOPDebate http://t.co/9H8UdTnrJw,Neutral
319,Like honestly why does any one on that stage validate trump by talking about him or to him #GOPDebate,Negative
320,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,Positive
321,"RT @GovMikeHuckabee: Without a secure border, nothing matters --&gt; http://t.co/9da0D98KdW #ImWithHuck #GOPDebate http://t.co/9iTfSTTJRk",Neutral
322,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",Negative
323,RT @MikeFromTN: @ChuckNellis @PhillipNLegg @JebBush  If @realDonaldTrump is a Conservative then I'm the Pope! And. I. Am. Not. #tcot #GOPDe…,Negative
324,At last @JebBush trying to unite and pitch to by not attacking @realDonaldTrump #GOPDebates #FOXNEWSDEBATE,Positive
325,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
326,"Winners @ #GOPDebate: @RealBenCarson, @GovMikeHuckabee. Losers: @realDonaldTrump, @ChrisChristie",Neutral
327,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,Negative
328,RT @shannonrwatts: #NRA leaders lobbied to prevent military commanders from asking questions about service members’ privately owned guns #G…,Negative
329,"RT @SupermanHotMale: This is why I don't watch Fox News, they're all assholes #GopDebates",Negative
330,RT @Mudflats: For those of you who missed the #GOPDebate #FoxDebate - here's the highlight reel. http://t.co/Lyd7SGLGRB,Negative
331,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative
332,"RT @DamienFahey: If Marco Rubio does a good job answering tonight, his mom says they can stop for pizza on the way home. #GOPDebate",Negative
333,RT @AverageChirps: 7 Disturbing Megyn Kelly Moments On Race https://t.co/Mmh7abJQK5 #topprog #GOPDebate,Negative
334,#GOPDebate was pure propaganda hope CNN can provide a forum to hear views.  Fox News Moderators = haters,Negative
335,RT @sheetalsheth: CAN WE STOP SAYING PRO-LIFE??? We are all for life. ANTI-CHOICE seems more appropriate. #GOPDebate,Neutral
336,RT @TheClothier: The #StraitOuttaCompton commercial was longer than the #BlackLivesMatter question/ answer. #GOPDebate,Negative
337,RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates,Positive
338,"RT @TrumpIssues: Kim Kardashian can make a sex tape, have a TV show &amp; do a promo pose with Hillary, but Trump can't call a women a dog. #GO…",Negative
339,RT @NASCARNAC: Note that Huckabee was given a chance to hijack Santorum's 2012 talking points last night. John McCain despises Rick Santoru…,Negative
340,"How is everyone this morning post #GOPDebate? The ""Drink Every Time They Mention Jesus Game"" put me on the floor.",Negative
341,Is someone going to ask the other GOP candidates why someone so racist and sexist is appealing to their party? #Trump #GOPDebate #2016,Negative
342,Fashion: an everyday debate. #GOPDebate  https://t.co/IvgagREd2a,Neutral
343,RT @shannonrwatts: Gun violence costs Americans $229B annually #GOPDebate #gunsense,Negative
344,RT @fieldnegro: The happiest person in America today after watching those debates is HRC. #GOPDebates.,Negative
345,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
